ID	TRAIT	CHR	POS	P_WGS	BETA_WGS	AC_WGS	AF_WGS	N_WGS	P_WES_FE	BETA_WES_FE	TOP_EXON	N_IMP	GENOCNT_IMP	MAF_IMP	P_IMP	BETA_IMP	TYPE	DR2_IMP	AF_IMP_CALLSET	maxR2	EXON_R2_BATCH1	EXON_R2_BATCH2	exon_r2_ave	imp_r2_higher	combined_p
chr17_21954201_21955600	FAw6_FA_combined	17	21954201	0.000312	0.09205	1445	0.513686455741	2813	NA	NA	NA	5940	1144/3336/1460	0.47137	0.4076	-0.0216	<DUP>	0.48	0.5276	0.883	NA	NA	NA	TRUE	0.00126789385611986
chr17_21954701_21957700	FAw6_FA_combined	17	21954701	0.0005926	0.08437	1476	0.524706718806	2813	NA	NA	NA	5940	1109/3351/1480	0.46583	0.4458	-0.0202	<DUP>	0.46	0.5336	0.838	NA	NA	NA	TRUE	0.00244073618177216
chr17_21965401_21965800	FAw6_FA_combined	17	21965401	0.000193	0.09497	1409	0.500888730892	2813	NA	NA	NA	5940	1181/3303/1456	0.47922	0.4334	-0.01993	<DUP>	0.5	0.5208	0.929	NA	NA	NA	TRUE	0.000868993224979947
chr22_50335701_50336000	FAw6_FA_combined	22	50335701	0.0004217	-0.1291	911	0.323853537149	2813	NA	NA	NA	5940	4095/1692/153	0.1717	0.6976	0.01136	<DEL>	0.76	0.1654	0.654	NA	NA	NA	TRUE	0.00268623443174512
chr2_125917101_125924400	MUFA_FA_combined	2	125917101	0.0006146	0.5214	110	0.0391041592606	2813	NA	NA	NA	5940	5702/235/3	0.02046	0.05318	-0.1259	<DEL>	0.97	0.0202	0.949	NA	NA	NA	TRUE	0.000370269196763958
chr6_32568201_32568900	MUFA_FA_combined	6	32568201	0.0006439	0.1214	1486	0.528261642375	2813	NA	NA	NA	5940	2232/2776/932	0.39965	0.7276	0.009242	<DUP>	0.79	0.3891	0.858	NA	NA	NA	TRUE	0.00406002160496514
chr9_35980101_35982000	MUFA_FA_combined	9	35980101	0.0001463	-0.203	847	0.301102026306	2813	NA	NA	NA	5940	4125/1640/175	0.16815	0.6951	-0.009791	<DEL>	0.97	0.1703	0.962	NA	NA	NA	TRUE	0.00103661408756232
chr12_40484001_40485600	MUFA_FA_combined	12	40484001	0.0008636	-0.1218	560	0.199075719872	2813	NA	NA	NA	5940	4735/1129/76	0.12277	0.3817	0.02795	<DUP>	0.8	0.1214	0.807	NA	NA	NA	TRUE	0.00297250069331656
chr12_43585101_43585600	MUFA_FA_combined	12	43585101	0.000744	-0.2111	436	0.154994667615	2813	NA	NA	NA	5940	5082/821/37	0.07609	0.4602	-0.02661	<DUP>	0.93	0.0811	0.887	NA	NA	NA	TRUE	0.00307450201392033
chr12_74248601_74255700	MUFA_FA_combined	12	74248601	0.0009389	-0.4863	118	0.0419480981159	2813	NA	NA	NA	5940	5689/248/3	0.02168	0.9665	0.00272	<DEL>	0.95	0.0207	0.96	NA	NA	NA	TRUE	0.00726399911250186
chr16_75385101_75387800	MUFA_FA_combined	16	75385101	0.0008584	0.2028	226	0.0803412726626	2813	NA	NA	NA	5940	5217/692/31	0.0812	0.6517	-0.02031	<DUP>	0.52	0.0732	0.769	NA	NA	NA	TRUE	0.00474869282852202
chr17_20337001_20337600	MUFA_FA_combined	17	20337001	0.0002573	-0.139	1438	0.511198009243	2813	NA	NA	NA	5940	1383/2977/1580	0.47775	0.07299	-0.03835	<DUP>	0.8	0.5173	0.758	NA	NA	NA	TRUE	0.000223161004266946
chr22_32294701_32295900	MUFA_FA_combined	22	32294701	0.0009705	0.1077	1441	0.512264486314	2813	NA	NA	NA	5940	1904/2908/1128	0.43465	0.1687	-0.02608	<DUP>	0.99	0.4283	0.978	NA	NA	NA	TRUE	0.00159095422092396
chr5_74886501_74888700	PUFA_FA_combined	5	74886501	0.0001468	-0.2814	129	0.0458585140419	2813	NA	NA	NA	5940	5676/263/1	0.03801	0.1003	0.1083	<DEL>	0.53	0.0357	0.984	NA	NA	NA	TRUE	0.000178544136417012
chr6_33125701_33126000	PUFA_FA_combined	6	33125701	0.0004989	0.1082	1439	0.5115535016	2813	NA	NA	NA	5940	1116/2843/1981	0.42688	0.7931	-0.005817	<DUP>	0.86	0.5745	0.805	NA	NA	NA	TRUE	0.00349577623101057
chr12_43585101_43585600	PUFA_FA_combined	12	43585101	0.0005843	0.2151	436	0.154994667615	2813	NA	NA	NA	5940	5082/821/37	0.07609	0.3286	0.03526	<DUP>	0.93	0.0811	0.887	NA	NA	NA	TRUE	0.00183514730255219
chr16_75385101_75387800	PUFA_FA_combined	16	75385101	0.0007533	-0.2049	226	0.0803412726626	2813	NA	NA	NA	5940	5217/692/31	0.0812	0.6188	0.0224	<DUP>	0.52	0.0732	0.769	NA	NA	NA	TRUE	0.0040419270278558
chr22_21550701_21561400	PUFA_FA_combined	22	21550701	0.0005809	-0.2239	797	0.283327408461	2813	NA	NA	NA	5940	4367/1463/110	0.15102	0.4401	0.02337	<DEL>	0.7	0.1631	0.518	NA	NA	NA	TRUE	0.00237034425232079
chr22_21551901_21561700	PUFA_FA_combined	22	21551901	0.0006595	-0.202	812	0.288659793814	2813	NA	NA	NA	5940	4349/1478/113	0.15319	0.4543	0.02242	<DEL>	0.71	0.1653	0.52	NA	NA	NA	TRUE	0.0027303614935034
chr22_21553101_21561600	PUFA_FA_combined	22	21553101	0.0003905	-0.1913	815	0.289726270885	2813	NA	NA	NA	5940	4349/1473/118	0.15453	0.4157	0.02402	<DEL>	0.72	0.1668	0.555	NA	NA	NA	TRUE	0.00157880939688809
chr22_21554801_21560500	PUFA_FA_combined	22	21554801	0.0006289	-0.1416	822	0.292214717384	2813	NA	NA	NA	5940	4352/1470/118	0.15553	0.3514	0.02719	<DEL>	0.74	0.1673	0.586	NA	NA	NA	TRUE	0.00208119566146878
chr22_50335701_50336000	PUFA_FA_combined	22	50335701	0.0003264	-0.1316	911	0.323853537149	2813	NA	NA	NA	5940	4095/1692/153	0.1717	0.5007	0.01964	<DEL>	0.76	0.1654	0.654	NA	NA	NA	TRUE	0.00158838347541215
chr1_80950301_80950800	SFA_FA_combined	1	80950301	0.0009384	0.09938	1436	0.510487024529	2813	NA	NA	NA	5939	2920/2493/526	0.29727	0.4662	0.01473	<DUP>	0.98	0.2998	0.97	NA	NA	NA	TRUE	0.00382117620890126
chr4_163737201_163738000	SFA_FA_combined	4	163737201	0.0009708	0.1099	1440	0.511908993957	2813	NA	NA	NA	5939	849/2789/2301	0.37539	0.3385	0.01839	<DUP>	0.96	0.6306	0.951	NA	NA	NA	TRUE	0.00296431867538178
chr5_7194701_7194900	SFA_FA_combined	5	7194701	0.0006222	0.09664	1531	0.544258798436	2813	NA	NA	NA	5939	2518/2654/767	0.35686	0.1769	0.02624	<DUP>	0.95	0.37	0.904	NA	NA	NA	TRUE	0.00111326564835706
chr11_25425201_25426100	SFA_FA_combined	11	25425201	0.0005467	-0.4799	53	0.0188410949165	2813	NA	NA	NA	5939	5813/125/1	0.01066	0.3429	0.08464	<DUP>	0.99	0.0112	1	NA	NA	NA	TRUE	0.00179626085860857
chr11_134801301_134805100	SFA_FA_combined	11	134801301	0.0009341	-0.4894	15	0.00533238535371	2813	NA	NA	NA	5939	5932/7/0	0.00132	0.158	0.5114	<DUP>	0.41	0.0014	0.412	NA	NA	NA	TRUE	0.00144947266895888
chr12_2133201_2148800	SFA_FA_combined	12	2133201	9.155e-05	-0.2744	219	0.0778528261642	2813	NA	NA	NA	5939	5480/450/9	0.03932	0.5094	-0.03237	<DEL>	0.9	0.0396	0.587	NA	NA	NA	TRUE	0.00051173896519178
chr12_2133501_2148800	SFA_FA_combined	12	2133501	8.99e-05	-0.272	219	0.0778528261642	2813	NA	NA	NA	5939	5480/450/9	0.03932	0.5071	-0.03255	<DEL>	0.9	0.0396	0.587	NA	NA	NA	TRUE	0.000501282439556888
chr16_18236301_18237000	SFA_FA_combined	16	18236301	3.974e-05	-0.1582	1081	0.384287237824	2813	NA	NA	NA	5939	3762/2044/133	0.19484	0.09949	0.05095	<DEL>	0.53	0.1922	0.535	NA	NA	NA	TRUE	5.31415286481639e-05
chr16_18264901_18265600	SFA_FA_combined	16	18264901	0.0008453	-0.1284	1062	0.377532883043	2813	NA	NA	NA	5939	3603/2108/228	0.21773	0.167	0.03837	<DEL>	0.61	0.213	0.671	NA	NA	NA	TRUE	0.00139267564804295
chr16_18273301_18274100	SFA_FA_combined	16	18273301	0.0002616	-0.1588	1240	0.440810522574	2813	NA	NA	NA	5939	3509/2293/137	0.22663	0.5566	0.0184	<DEL>	0.46	0.2213	0.465	NA	NA	NA	TRUE	0.00143198261981188
chr16_18281201_18281900	SFA_FA_combined	16	18281201	0.0004369	-0.1292	1058	0.376110913615	2813	NA	NA	NA	5939	3608/2113/218	0.21892	0.3679	0.02568	<DEL>	0.57	0.2149	0.657	NA	NA	NA	TRUE	0.00156488079595228
chr16_18324501_18325500	SFA_FA_combined	16	18324501	0.0003951	-0.1215	1505	0.535015997156	2813	NA	NA	NA	5939	1401/3669/869	0.46303	0.08159	-0.0468	<DUP>	0.45	0.4686	0.206	NA	NA	NA	TRUE	0.000365636629231902
chr2_109761201_109764700	S_ApoA1_combined	2	109761201	0.0008423	-0.2838	174	0.0506402793946	3436	NA	NA	NA	10448	9907/536/5	0.02626	0.8346	0.009597	<DEL>	0.88	0.0256	0.986	NA	NA	NA	TRUE	0.00580676881539103
chr2_181992201_181992900	S_ApoA1_combined	2	181992201	0.0001626	-0.1124	1144	0.332945285215	3436	NA	NA	NA	10448	6815/3207/426	0.19337	0.0636	0.03269	<DEL>	0.97	0.1923	0.959	NA	NA	NA	TRUE	0.000129053545740962
chr4_73398201_73402700	S_ApoA1_combined	4	73398201	0.000101	-0.4541	106	0.0308498253783	3436	NA	NA	NA	10448	10071/374/3	0.01728	1.948e-06	0.3031	<DEL>	0.68	0.0174	0.937	NA	NA	NA	TRUE	4.59388821404855e-09
chr5_106892601_106896100	S_ApoA1_combined	5	106892601	0.0004005	0.2958	109	0.0317229336438	3436	NA	NA	NA	10448	10201/247/0	0.01169	0.4734	0.04706	<DEL>	0.95	0.0104	0.735	NA	NA	NA	TRUE	0.00181455633337117
chr6_133632701_133635800	S_ApoA1_combined	6	133632701	0.0008951	0.3594	69	0.0200814901048	3436	NA	NA	NA	10448	10231/215/2	0.01056	0.2647	-0.0752	<DEL>	0.99	0.0107	0.989	NA	NA	NA	TRUE	0.00221478620970723
chr6_133634401_133635800	S_ApoA1_combined	6	133634401	0.0008817	0.2533	69	0.0200814901048	3436	NA	NA	NA	10448	10231/215/2	0.01056	0.2726	-0.07434	<DEL>	0.98	0.0107	0.989	NA	NA	NA	TRUE	0.0022432979757413
chr6_161350701_161351000	S_ApoA1_combined	6	161350701	0.000184	0.1461	1551	0.451396973225	3436	NA	NA	NA	10448	5697/4526/225	0.26567	0.1148	0.03751	<DUP>	0.43	0.2703	0.03	NA	NA	NA	TRUE	0.000248517375579451
chr8_95863001_95864200	S_ApoA1_combined	8	95863001	5.631e-05	-0.1452	709	0.206344586729	3436	NA	NA	NA	10448	8325/2000/123	0.10746	0.3707	-0.01987	<DEL>	0.99	0.1062	0.995	NA	NA	NA	TRUE	0.000245834488173028
chr11_130357701_130360400	S_ApoA1_combined	11	130357701	0.0003527	0.249	155	0.0451105937136	3436	NA	NA	NA	10448	10000/440/8	0.02834	0.7533	-0.01478	<DEL>	0.76	0.0282	0.988	NA	NA	NA	TRUE	0.0024531547109872
chr12_43907801_43908400	S_ApoA1_combined	12	43907801	6.379e-05	-0.2157	637	0.185389988359	3436	NA	NA	NA	10448	8604/1759/85	0.09527	0.7749	-0.007078	<DUP>	0.93	0.0974	0.911	NA	NA	NA	TRUE	0.000539534764221218
chr12_43907801_43909500	S_ApoA1_combined	12	43907801	0.0002457	-0.2614	626	0.182188591385	3436	NA	NA	NA	10448	8640/1725/83	0.09331	0.8676	-0.00411	<DUP>	0.95	0.0956	0.921	NA	NA	NA	TRUE	0.00201517991852755
chr12_43909001_43909500	S_ApoA1_combined	12	43909001	2.616e-05	-0.2263	628	0.182770663562	3436	NA	NA	NA	10448	8622/1741/85	0.09333	0.8051	-0.006066	<DUP>	0.96	0.0956	0.927	NA	NA	NA	TRUE	0.000247852171811133
chr18_44362401_44375500	S_ApoA1_combined	18	44362401	0.0004151	-0.2288	167	0.0486030267753	3436	NA	NA	NA	10448	9932/507/9	0.02582	0.8698	0.007483	<DUP>	0.89	0.0248	0.9	NA	NA	NA	TRUE	0.00322294224405907
chr19_54631501_54632100	S_ApoA1_combined	19	54631501	0.0003843	-0.1061	1874	0.545401629802	3436	NA	NA	NA	10448	868/5377/4203	0.36193	0.1111	-0.0307	<DUP>	0.56	0.6401	0.655	NA	NA	NA	TRUE	0.000472275044916858
chr21_43046801_43047400	S_ApoA1_combined	21	43046801	0.0005919	0.1617	941	0.273864959255	3436	NA	NA	NA	10448	7900/2358/190	0.13158	0.1273	-0.03477	<DUP>	0.82	0.1279	0.729	NA	NA	NA	TRUE	0.000790664448275627
chr2_108694101_108695600	S_ApoB_combined	2	108694101	0.0006376	-0.0965	1657	0.482106488216	3437	NA	NA	NA	10448	5216/4285/947	0.2952	0.3579	-0.01488	<DEL>	0.99	0.2955	0.996	NA	NA	NA	TRUE	0.00214169792863435
chr4_73400501_73406400	S_ApoB_combined	4	73400501	0.0008573	-0.4015	108	0.0314227524003	3437	NA	NA	NA	10448	10071/374/3	0.01722	7.514e-11	0.4138	<DEL>	0.7	0.0173	0.944	NA	NA	NA	TRUE	2.02099608679538e-12
chr4_188872101_188872400	S_ApoB_combined	4	188872101	0.0001785	-0.1135	1538	0.447483270294	3437	NA	NA	NA	10448	5816/3947/685	0.25668	0.2849	-0.01725	<DUP>	0.95	0.2538	0.791	NA	NA	NA	TRUE	0.000553631130262555
chr8_50118501_50122200	S_ApoB_combined	8	50118501	0.0004866	0.1187	1024	0.297934244981	3437	NA	NA	NA	10448	7309/2837/302	0.16458	0.921	-0.001848	<DEL>	1	0.1652	0.998	NA	NA	NA	TRUE	0.00390362425354361
chr8_95858801_95867200	S_ApoB_combined	8	95858801	0.0006485	-0.2503	709	0.20628455048	3437	NA	NA	NA	10448	8325/2000/123	0.10747	0.764	0.006717	<DEL>	0.99	0.1062	0.998	NA	NA	NA	TRUE	0.00426587679815557
chr8_95863001_95864200	S_ApoB_combined	8	95863001	0.0005101	-0.1253	709	0.20628455048	3437	NA	NA	NA	10448	8325/2000/123	0.10746	0.7604	0.006827	<DEL>	0.99	0.1062	0.995	NA	NA	NA	TRUE	0.00343460577972407
chr11_89866501_89872900	S_ApoB_combined	11	89866501	0.0007937	-0.1452	1745	0.507710212395	3437	NA	NA	NA	10448	1780/5021/3647	0.40211	0.1631	0.02215	<DUP>	0.82	0.5986	0.513	NA	NA	NA	TRUE	0.00128833645396079
chr11_89869001_89871900	S_ApoB_combined	11	89869001	0.0005974	-0.1659	1467	0.426825720105	3437	NA	NA	NA	10448	6367/3591/490	0.24956	0.2626	-0.02069	<DEL>	0.75	0.2482	0.69	NA	NA	NA	TRUE	0.00153112923081348
chr11_92094601_92095300	S_ApoB_combined	11	92094601	0.0002742	-0.09703	1705	0.49607215595	3437	NA	NA	NA	10448	2266/5217/2965	0.46507	0.4028	0.01174	<DUP>	0.99	0.53	0.977	NA	NA	NA	TRUE	0.00111673375697804
chr12_52691701_52693900	S_ApoB_combined	12	52691701	0.0007885	-0.2615	294	0.0855397148676	3437	0.771635	0.00384735	12:53086204-53086426	10448	9573/857/18	0.04293	0.3555	-0.03328	<DEL>	0.91	0.0431	0.601	0.181	NA	0.181	TRUE	0.00257315203361453
chr14_71846701_71847200	S_ApoB_combined	14	71846701	0.0008799	-0.1206	1756	0.510910677917	3437	NA	NA	NA	10448	2993/5204/2251	0.4671	0.005342	-0.04188	<DUP>	0.85	0.4676	0.826	NA	NA	NA	TRUE	6.2364579504459e-05
chr16_86844901_86847200	S_ApoB_combined	16	86844901	0.0003144	0.1417	1186	0.345068373582	3437	NA	NA	NA	10448	6932/3179/337	0.18504	0.232	0.02189	<DUP>	0.95	0.1833	0.905	NA	NA	NA	TRUE	0.000767764824490569
chr19_57483201_57483600	S_ApoB_combined	19	57483201	0.0008659	-0.1239	1854	0.539423916206	3437	NA	NA	NA	10448	4136/4917/1395	0.37707	0.05842	0.03149	<DUP>	0.82	0.3833	0.725	NA	NA	NA	TRUE	0.000550973193905762
chr2_109761201_109764700	S_totalc_combined	2	109761201	0.000742	-0.2593	209	0.0518610421836	4030	NA	NA	NA	13951	13259/686/6	0.02526	0.8993	0.005247	<DEL>	0.88	0.0256	0.986	NA	NA	NA	TRUE	0.00554663647189765
chr2_197895501_197896900	S_totalc_combined	2	197895501	0.0004541	-0.1977	224	0.0555831265509	4030	NA	NA	NA	13951	13249/689/13	0.03772	0.9825	0.0009795	<DEL>	0.56	0.0375	0.981	NA	NA	NA	TRUE	0.00388815778303864
chr3_26390001_26392400	S_totalc_combined	3	26390001	0.00097	-0.106	1231	0.305459057072	4030	NA	NA	NA	13951	9775/3796/380	0.16327	0.9087	-0.001872	<DEL>	0.99	0.1629	0.917	NA	NA	NA	TRUE	0.0070814410485958
chr3_26390001_26398300	S_totalc_combined	3	26390001	0.0007302	-0.1048	1232	0.30570719603	4030	NA	NA	NA	13951	9775/3796/380	0.16334	0.9022	-0.002001	<DEL>	0.99	0.1629	0.918	NA	NA	NA	TRUE	0.00548447033233699
chr3_26395301_26399800	S_totalc_combined	3	26395301	0.0009667	-0.1459	1226	0.304218362283	4030	NA	NA	NA	13951	9780/3793/378	0.16232	0.8954	-0.002161	<DEL>	0.98	0.1618	0.905	NA	NA	NA	TRUE	0.00696976845345156
chr4_73398201_73402700	S_totalc_combined	4	73398201	3.823e-05	-0.4401	129	0.0320099255583	4030	NA	NA	NA	13951	13452/494/5	0.01746	1.206e-22	0.5471	<DEL>	0.68	0.0174	0.937	NA	NA	NA	TRUE	2.84200261237241e-25
chr4_73400501_73406400	S_totalc_combined	4	73400501	1.633e-06	-0.5299	131	0.0325062034739	4030	NA	NA	NA	13951	13452/494/5	0.01738	1.041e-22	0.5432	<DEL>	0.7	0.0173	0.944	NA	NA	NA	TRUE	1.10397977136607e-26
chr6_26734101_26735700	S_totalc_combined	6	26734101	0.0003198	0.1538	2153	0.534243176179	4030	NA	NA	NA	13951	6381/6086/1484	0.321	0.1566	0.02472	<DEL>	0.83	0.3209	0.816	NA	NA	NA	TRUE	0.000545973325944904
chr8_95858801_95867200	S_totalc_combined	8	95858801	0.0001987	-0.253	821	0.203722084367	4030	NA	NA	NA	13951	11150/2641/160	0.10608	0.3704	0.01745	<DEL>	0.99	0.1062	0.998	NA	NA	NA	TRUE	0.000774026837520782
chr8_95863001_95864200	S_totalc_combined	8	95863001	0.0003479	-0.1192	821	0.203722084367	4030	NA	NA	NA	13951	11150/2641/160	0.10608	0.3674	0.01757	<DEL>	0.99	0.1062	0.995	NA	NA	NA	TRUE	0.00127369811862684
chr11_24421601_24424600	S_totalc_combined	11	24421601	0.000316	-0.1442	558	0.138461538462	4030	NA	NA	NA	13951	12018/1854/79	0.0734	0.984	0.0004743	<DEL>	0.93	0.0736	0.986	NA	NA	NA	TRUE	0.00282209594260888
chr11_24421601_24427600	S_totalc_combined	11	24421601	0.0002445	-0.1528	558	0.138461538462	4030	NA	NA	NA	13951	12018/1854/79	0.0734	0.984	0.0004743	<DEL>	0.93	0.0736	0.988	NA	NA	NA	TRUE	0.00224526937711803
chr11_24421601_24431400	S_totalc_combined	11	24421601	0.0003093	-0.1632	558	0.138461538462	4030	NA	NA	NA	13951	12018/1854/79	0.0734	0.984	0.0004743	<DEL>	0.93	0.0736	0.988	NA	NA	NA	TRUE	0.00276878277278674
chr11_24421901_24434400	S_totalc_combined	11	24421901	0.0003249	-0.2117	558	0.138461538462	4030	NA	NA	NA	13951	12018/1854/79	0.07341	0.9836	0.0004866	<DEL>	0.93	0.0736	0.988	NA	NA	NA	TRUE	0.00289165327893899
chr11_24424901_24430800	S_totalc_combined	11	24424901	0.0005972	-0.1469	558	0.138461538462	4030	NA	NA	NA	13951	12018/1854/79	0.07342	0.9832	0.0005005	<DEL>	0.93	0.0736	0.988	NA	NA	NA	TRUE	0.00495580796325898
chr11_92094601_92095300	S_totalc_combined	11	92094601	0.0001761	-0.09152	2020	0.501240694789	4030	NA	NA	NA	13951	3067/6980/3904	0.46847	0.1482	0.0177	<DUP>	0.99	0.53	0.977	NA	NA	NA	TRUE	0.000301527417704802
chr16_72057601_72058200	S_totalc_combined	16	72057601	5.232e-05	0.09119	2230	0.553349875931	4030	0.008414	0.00863756	16:72092152-72092255	13951	6158/6186/1607	0.33692	1.646e-06	-0.06652	<DEL>	0.97	0.3371	0.421	0.559	0.506	0.5325	TRUE	2.0819454013012e-09
chr16_72057601_72059500	S_totalc_combined	16	72057601	1.008e-05	0.1466	2167	0.537717121588	4030	0.008414	0.00863756	16:72092152-72092255	13951	6187/6195/1569	0.32085	2.434e-06	-0.06925	<DEL>	0.89	0.3212	0.441	0.313	0.293	0.303	TRUE	6.23940792492776e-10
chr19_47958801_47959500	S_totalc_combined	19	47958801	0.0009376	-0.08137	2209	0.548138957816	4030	NA	NA	NA	13951	1814/6364/5773	0.35599	0.6479	-0.006031	<DUP>	0.95	0.6451	0.968	NA	NA	NA	TRUE	0.00510652673448332
chr1_54626601_54627100	S_ldlc_combined	1	54626601	0.0007571	0.08491	1662	0.531329923274	3128	NA	NA	NA	8904	1347/4174/3383	0.38257	0.003025	0.04814	<DUP>	0.98	0.6269	0.97	NA	NA	NA	TRUE	3.20330900373251e-05
chr3_195663301_195668700	S_ldlc_combined	3	195663301	0.00085	-0.09149	1298	0.414961636829	3128	NA	NA	NA	8904	5821/2887/196	0.20719	0.0425	0.05203	<DEL>	0.54	0.205	0.331	NA	NA	NA	TRUE	0.000405630480491582
chr3_195670701_195676000	S_ldlc_combined	3	195670701	0.0008198	-0.07548	1679	0.536764705882	3128	NA	NA	NA	8904	1480/4850/2574	0.44657	0.03671	-0.04044	<DUP>	0.62	0.5542	0.463	NA	NA	NA	TRUE	0.000343417126398818
chr4_4022101_4022900	S_ldlc_combined	4	4022101	0.0007717	-0.1346	1503	0.480498721228	3128	NA	NA	NA	8904	4655/3547/702	0.27677	0.1821	0.02355	<DEL>	0.9	0.2715	0.839	NA	NA	NA	TRUE	0.00138701326266164
chr4_188872101_188872400	S_ldlc_combined	4	188872101	0.0005045	-0.1092	1405	0.449168797954	3128	NA	NA	NA	8904	4935/3370/599	0.25861	0.6097	-0.008914	<DUP>	0.95	0.2538	0.791	NA	NA	NA	TRUE	0.00279502074385828
chr6_26734101_26735700	S_ldlc_combined	6	26734101	0.0008364	0.1634	1670	0.533887468031	3128	NA	NA	NA	8904	4135/3853/916	0.31641	0.7066	0.007572	<DEL>	0.83	0.3209	0.816	NA	NA	NA	TRUE	0.00498431525755653
chr6_41651101_41651500	S_ldlc_combined	6	41651101	0.0004658	0.1459	356	0.113810741688	3128	NA	NA	NA	8904	8123/769/12	0.05015	0.9847	-0.0007552	<DEL>	0.78	0.0507	0.712	NA	NA	NA	TRUE	0.0039845737093109
chr16_72057601_72058200	S_ldlc_combined	16	72057601	0.0001013	0.09987	1716	0.548593350384	3128	0.000454418	0.014351	16:72092152-72092255	8904	3978/3930/996	0.33278	1.642e-05	-0.07261	<DEL>	0.97	0.3371	0.421	0.559	0.506	0.5325	TRUE	3.52869449352522e-08
chr16_72057601_72059500	S_ldlc_combined	16	72057601	0.0001393	0.1442	1663	0.531649616368	3128	0.000454418	0.014351	16:72092152-72092255	8904	3992/3934/978	0.31769	2.266e-05	-0.0755	<DEL>	0.89	0.3212	0.441	0.313	0.293	0.303	TRUE	6.49419498744463e-08
chr16_72537601_72538600	S_ldlc_combined	16	72537601	0.0008172	0.2307	81	0.025895140665	3128	NA	NA	NA	8904	8655/246/3	0.01436	0.3089	-0.06803	<DEL>	0.91	0.0147	0.912	NA	NA	NA	TRUE	0.00234368069479089
chr19_12643201_12643700	S_ldlc_combined	19	12643201	0.0004336	0.1409	478	0.152813299233	3128	NA	NA	NA	8904	7637/1221/46	0.07328	0.8527	0.0059	<DEL>	0.88	0.0789	0.764	NA	NA	NA	TRUE	0.00329161484375434
chr5_103694901_103695200	S_ldlc_semi_combined	5	103694901	0.0005976	-0.2319	352	0.506474820144	695	NA	NA	NA	4068	2192/1580/296	0.28204	0.8154	0.006616	<DUP>	0.76	0.284	0.391	NA	NA	NA	TRUE	0.0042036277473841
chr6_133401_135000	S_ldlc_semi_combined	6	133401	0.0006359	-0.3144	274	0.394244604317	695	NA	NA	NA	4068	2784/1170/114	0.18035	0.2991	-0.0344	<DUP>	0.8	0.2157	0.841	NA	NA	NA	TRUE	0.00181970623358613
chr6_31319701_31321000	S_ldlc_semi_combined	6	31319701	0.0007056	-0.2663	168	0.241726618705	695	NA	NA	NA	4068	3074/918/76	0.13082	0.7577	0.01156	<DEL>	0.98	0.1388	0.984	NA	NA	NA	TRUE	0.00456252151660809
chr6_31390001_31391100	S_ldlc_semi_combined	6	31390001	0.0007019	-0.2683	376	0.541007194245	695	NA	NA	NA	4068	483/1821/1764	0.35619	0.006395	-0.08263	<DUP>	0.84	0.6325	0.798	NA	NA	NA	TRUE	5.97617062902855e-05
chr12_130646401_130648900	S_ldlc_semi_combined	12	130646401	0.0001504	0.3819	193	0.277697841727	695	NA	NA	NA	4068	2696/1209/163	0.18942	0.8944	-0.003751	<DEL>	0.98	0.1886	0.648	NA	NA	NA	TRUE	0.00133358409578989
chr12_130647401_130651400	S_ldlc_semi_combined	12	130647401	0.0005687	0.4387	215	0.309352517986	695	NA	NA	NA	4068	2677/1220/171	0.19371	0.9926	-0.0002635	<DEL>	0.95	0.1932	0.619	NA	NA	NA	TRUE	0.00478665468457418
chr12_130648101_130649300	S_ldlc_semi_combined	12	130648101	0.0009179	0.2098	191	0.274820143885	695	NA	NA	NA	4068	2699/1207/162	0.18844	0.8951	-0.003734	<DEL>	0.99	0.1874	0.664	NA	NA	NA	TRUE	0.00665854477973127
chr1_148511501_148513300	S_hdlc_combined	1	148511501	0.0002812	0.186	509	0.126334077935	4029	NA	NA	NA	13950	12665/1275/10	0.06096	0.1503	-0.05508	<DEL>	0.47	0.0605	0.779	NA	NA	NA	TRUE	0.000467932667258824
chr4_73398201_73402700	S_hdlc_combined	4	73398201	0.0005318	-0.3705	129	0.0320178704393	4029	NA	NA	NA	13950	13451/494/5	0.01746	0.01038	0.1411	<DEL>	0.68	0.0174	0.937	NA	NA	NA	TRUE	7.2352389489675e-05
chr6_161350701_161351000	S_hdlc_combined	6	161350701	0.0004844	0.1182	1933	0.479771655498	4029	NA	NA	NA	13950	7512/6127/311	0.26932	0.8743	0.003207	<DUP>	0.43	0.2703	0.03	NA	NA	NA	TRUE	0.00371289112311
chr7_75085401_75085900	S_hdlc_combined	7	75085401	0.0006885	-0.1477	887	0.220153884339	4029	NA	NA	NA	13950	11581/2315/54	0.10925	0.3973	0.02438	<DUP>	0.46	0.1095	0.774	NA	NA	NA	TRUE	0.00251768792372032
chr10_131110701_131117500	S_hdlc_combined	10	131110701	0.0008153	0.1659	1434	0.355919583023	4029	NA	NA	NA	13950	8894/4493/563	0.20099	0.4309	0.01156	<DEL>	1	0.2014	0.986	NA	NA	NA	TRUE	0.00314559610122846
chr11_114639901_114643700	S_hdlc_combined	11	114639901	5.867e-05	-0.3651	71	0.0176222387689	4029	NA	NA	NA	13950	13699/251/0	0.0129	0.4511	0.04967	<DEL>	0.62	0.0131	0.985	NA	NA	NA	TRUE	0.000305408758070069
